,Unnamed: 0,Date,Broke Lock,Time of Peak,Vert. Vel.,Horiz. Vel.,Ratio V/H,Time of Lost Lock (LL),LL Vert. Vel.,LL Horiz. Vel.
13,13,2019-09-10 06:45:00,No,1252133118,118.477776,213.06410922335584,0.5560663240367684,-,-,-
14,14,2019-09-10 14:31:00,Yes,1252161078,117.57108,304.6843113032368,0.385878352243045,1252159878,60.835976,227.08632406385593
15,15,2019-09-10 21:01:00,Yes,1252184478,2732.4578,9967.56394263814,0.2741349657473874,1252184178,1035.7372,6915.65378766775
16,16,2019-09-14 17:35:00,No,1252517718,276.4739,807.544522210308,0.3423636621833195,-,-,-
17,17,2019-09-14 21:39:00,No,1252532358,179.87117,374.0371248493803,0.4808912218872169,-,-,-
18,18,2019-09-15 07:17:00,No,1252567038,568.8731,1178.1801483738216,0.4828405068487912,-,-,-
19,19,2019-09-17 01:42:00,No,1252719738,186.03525,380.2156931419791,0.4892887204698602,-,-,-
20,20,2019-09-19 07:29:00,No,1252913358,207.24875,219.57681657673547,0.9438553360553564,-,-,-
21,21,2019-09-21 14:56:00,Yes,1253112978,521.7397,997.668474922206,0.5229589920045165,1253111778,50.341938,344.8099559629478
22,22,2019-09-23 18:38:00,No,1253299098,313.24866,737.0707033815582,0.4249913319887319,-,-,-
23,23,2019-09-24 03:45:00,Yes,1253331918,5219.7983,16423.52833564542,0.3178244158821229,1253331018,1649.531,850.2435559227032
24,24,2019-09-24 12:21:00,No,1253362878,428.17255,1247.736614882485,0.3431594015058429,-,-,-
25,25,2019-09-24 22:56:00,No,1253400978,492.84024,735.9635807970816,0.6696530274857241,-,-,-
26,26,2019-09-26 01:16:00,Yes,1253495778,1351.6765,3385.6818815004463,0.399233166998245,1253494578,767.0344,2309.327452489101
27,27,2019-09-26 11:54:00,No,1253534058,727.9024,1348.3461264624673,0.5398483265641375,-,-,-
28,28,2019-09-26 17:13:00,No,1253553198,142.31194,442.4781847712834,0.3216247600400027,-,-,-
29,29,2019-09-27 13:00:00,No,1253624418,493.5131,1920.559549733036,0.2569631855823476,-,-,-
30,30,2019-09-27 15:52:00,No,1253634738,193.93353,628.8751858095827,0.3083815904587483,-,-,-
31,31,2019-09-29 02:27:00,Yes,1253759238,500.0712,298.09672828719806,1.6775467576357022,1253759118,269.66663,109.77446131175365
32,32,2019-09-29 16:37:00,Yes,1253810238,3398.7393,7113.762535663259,0.477769574534036,1253809038,877.2993,1157.8569238484047
33,33,2019-09-29 21:20:00,No,1253827218,442.44833,1375.1978390950335,0.3217343115454273,-,-,-
0,0,2019-11-01 15:39:00,Yes,1256657958,1115.1843,2278.522629207492,0.4894330588184149,1256657718,221.31584,726.6234542825005
1,1,2019-11-02 19:09:00,Yes,1256756958,718.8206,2103.630210056398,0.3417048284264412,1256756718,603.45935,1189.1699227517624
2,2,2019-11-04 23:38:00,Yes,1256945898,3059.8093,9030.725581044868,0.3388220882741047,1256944698,755.6238,1845.2018450621872
3,3,2019-11-05 21:56:00,No,1257026178,249.02866,755.3055904211172,0.3297058345101817,-,-,-
4,4,2019-11-06 00:35:00,No,1257035718,420.257,876.9805874380572,0.4792090110314825,-,-,-
5,5,2019-11-06 22:17:00,Yes,1257113838,169.68433,305.8811595647074,0.5547393969653899,1257112638,27.601252,110.36616003309001
6,6,2019-11-07 23:48:00,Yes,1257205698,860.1075,1670.5348603810578,0.5148695309499887,1257204498,151.12733,290.56134931982575
7,7,2019-11-08 11:11:00,Yes,1257246678,367.59976,988.4518798607758,0.3718944416917662,1257245478,96.81647,501.95646375852687
8,8,2019-11-08 15:26:00,No,1257261978,217.0487,557.3001585509285,0.3894646299121143,-,-,-
9,9,2019-11-09 08:42:00,No,1257324138,419.9845,972.5242142460112,0.4318499157633931,-,-,-
10,10,2019-11-09 19:25:00,No,1257362718,190.57404,385.37499475592654,0.4945158419546608,-,-,-
11,11,2019-11-12 00:13:00,Yes,1257552798,798.8051,1790.6036726546638,0.4461093832203134,1257551598,544.7845,2135.2925006510045
12,12,2019-11-12 21:49:00,Yes,1257630558,139.41447,539.2810841987849,0.2585191175528238,1257629358,59.621956,896.6688300442868
13,13,2019-11-13 16:44:00,Yes,1257698658,659.2133,1371.249745555054,0.480739050006652,1257697458,21.79839,78.88452854803766
14,14,2019-11-14 17:30:00,Yes,1257787818,5238.8706,10427.45989777956,0.5024110043439797,1257786618,1573.4816,3891.9621596318343
15,15,2019-11-14 22:35:00,Yes,1257806118,340.66528,696.3546662561346,0.4892123173835325,1257804918,86.859024,237.62970598338185
16,16,2019-11-16 11:34:00,No,1257939258,152.07869,404.1640124182232,0.3762796422424447,-,-,-
17,17,2019-11-16 13:54:00,No,1257947658,180.88101,442.7440591427545,0.408545312500011,-,-,-
18,18,2019-11-18 14:51:00,No,1258123878,203.03275,451.307894583898,0.449876353674678,-,-,-
19,19,2019-11-19 23:53:00,Yes,1258242798,122.96613,381.70286063219385,0.3221514499428635,1258241598,88.32576,221.6161836072957
20,20,2019-11-20 09:17:00,No,1258276638,609.9028,1228.1855263580742,0.4965884932779972,-,-,-
21,21,2019-11-20 11:51:00,No,1258285878,265.3753,726.8347288389311,0.3651109247681641,-,-,-
22,0,2019-11-20 22:28:42,No,1258324140,363.45767,782.1968850995653,0.4646626404728468,-,-,-
23,1,2019-11-21 01:15:42,Yes,1258334160,1233.7056,2504.680007463009,0.4925601658990446,1258333560,661.86395,2082.1119613660067
24,2,2019-11-23 13:22:42,No,1258550580,304.3238,647.7439416699473,0.4698211444717236,-,-,-
25,3,2019-11-24 01:36:42,Yes,1258594620,4095.7583,10047.563390747537,0.407636970349612,1258594260,1669.5474,5292.590706236533
26,4,2019-11-26 03:45:42,Yes,1258775160,6714.607,13515.17031587797,0.4968200061904885,1258773960,468.3019,2034.0370190515707
27,5,2019-11-26 07:01:42,No,1258786920,245.2458,524.8623578442784,0.4672573605912162,-,-,-
28,6,2019-11-27 07:49:42,No,1258876200,363.92087,836.7908628932321,0.4349006258764962,-,-,-
29,7,2019-11-27 15:39:42,No,1258904400,124.77366,367.7653943230876,0.339275151838741,-,-,-
30,8,2019-11-30 02:06:42,No,1259114820,179.99763,365.694949063749,0.4922070443161146,-,-,-
31,9,2019-11-30 08:01:42,Yes,1259136120,1346.6383,3195.9789224438337,0.4213539365179171,1259136060,1258.8583,2934.140019192874
0,0,2019-12-02 05:46:00,Yes,1259300778,1233.4967,3066.342607166637,0.4022696932551108,1259300658,798.65985,2884.3119615422465
1,1,2019-12-03 09:19:00,No,1259399958,749.588,1320.5107107367246,0.5676500719799525,-,-,-
2,2,2019-12-04 00:27:00,No,1259454438,179.61774,352.94347536480853,0.5089136151740558,-,-,-
3,3,2019-12-04 20:40:00,No,1259527218,116.12794,232.09610891359748,0.500344191652222,-,-,-
4,4,2019-12-06 13:57:00,No,1259675838,539.6907,1256.7184459229838,0.4294444008129679,-,-,-
5,5,2019-12-06 16:35:00,No,1259685318,309.83698,653.7399349280748,0.473945315936816,-,-,-
6,6,2019-12-09 06:33:00,No,1259908398,154.33693,441.573449972448,0.3495158733153677,-,-,-
7,7,2019-12-09 23:06:00,No,1259967978,501.31522,1281.253343256283,0.3912693946428394,-,-,-
8,8,2019-12-10 09:18:00,No,1260004698,164.08122,349.4534397015764,0.4695367146482256,-,-,-
9,0,2019-12-10 18:22:42,Yes,1260037380,798.6415,1421.6941159582298,0.5617533976088177,1260036180,402.91403,4396.418237479611
10,1,2019-12-12 12:41:42,No,1260189720,516.5544,2440.3796030746794,0.2116696924319411,-,-,-
11,2,2019-12-14 06:09:42,No,1260339000,563.95917,967.1481318864154,0.583115607016685,-,-,-
12,3,2019-12-15 07:40:42,Yes,1260430860,3971.9656,8036.425615288522,0.494245301349361,1260429660,2239.3032,7048.631821777596
13,4,2019-12-18 03:01:42,Yes,1260673320,410.60437,655.3122451168165,0.6265782046035251,1260672120,84.70015,355.8214751558884
14,5,2019-12-18 22:19:42,Yes,1260742800,444.36435,968.360901552009,0.4588829942305699,1260741600,34.335316,317.429709438929
15,6,2019-12-19 12:52:42,Yes,1260795180,3414.688,6378.0597221083535,0.5353803740914531,1260794940,1669.7032,3657.7253465501985
16,7,2019-12-19 14:58:42,Yes,1260802740,138.5492,264.58066170528184,0.5236558072952848,1260801540,43.41284,168.49931124407343
17,8,2019-12-20 06:40:42,No,1260859260,303.73444,564.2071113512706,0.5383385531468382,-,-,-
18,9,2019-12-20 09:58:42,No,1260871140,171.8028,303.4774288245491,0.5661139303355742,-,-,-
19,10,2019-12-20 12:09:42,No,1260879000,314.84152,459.2381778992814,0.6855734892081424,-,-,-
20,11,2019-12-21 23:29:42,Yes,1261006200,746.0013,2680.446064342592,0.2783123711847434,1261005000,62.675335,224.58665308368103
21,12,2019-12-23 07:42:42,No,1261122180,155.77469,492.6356134125434,0.3162067170112425,-,-,-
22,13,2019-12-23 16:10:42,Yes,1261152660,1808.5176,5048.744163092962,0.3582113772412001,1261151940,929.7016,1832.814669973421
23,14,2019-12-23 21:20:42,Yes,1261171260,12287.02,46109.10343000291,0.2664770964079277,1261170060,468.6894,1768.7026248382767
24,15,2019-12-24 00:04:42,Yes,1261181100,234.9397,698.4872890594502,0.3363550112935607,1261179900,46.813442,163.8513736681539
25,16,2019-12-25 04:00:42,Yes,1261281660,21260.855,49052.18952390665,0.4334333534619909,1261280640,419.0083,326.0984189236532
26,17,2019-12-25 21:00:42,No,1261342860,1265.2854,2931.2275121008006,0.431657179381881,-,-,-
27,18,2019-12-26 18:03:42,Yes,1261418640,305.5889,666.887026956328,0.4582318858333586,1261418100,50.84568,367.78498440991007
28,19,2019-12-28 11:26:42,No,1261567620,200.82637,413.7388236270709,0.485394066332575,-,-,-
29,20,2019-12-28 22:53:42,No,1261608840,139.23224,398.7913519403631,0.3491355550278366,-,-,-
30,21,2019-12-29 01:24:42,No,1261617900,233.57607,772.7123746870112,0.3022807420349783,-,-,-
31,22,2019-12-30 18:26:42,No,1261765620,207.59055,550.4503021721683,0.3771285966795062,-,-,-
0,0,2020-01-01 09:38:00,No,1261906698,144.91367,294.09781792167126,0.4927396980503802,-,-,-
1,1,2020-01-02 05:39:00,No,1261978758,219.81677,508.5480821008692,0.432243828532225,-,-,-
2,2,2020-01-02 09:27:00,No,1261992438,135.93422,280.6593168830326,0.4843388828479614,-,-,-
3,3,2020-01-02 19:28:00,No,1262028498,171.81223,612.8922178909286,0.2803302521791458,-,-,-
4,4,2020-01-03 04:01:00,No,1262059278,158.82487,552.7754651662731,0.2873225749124484,-,-,-
5,5,2020-01-03 15:39:00,No,1262101158,229.03316,783.4185969484322,0.2923509358753146,-,-,-
6,6,2020-01-05 05:00:00,Yes,1262235618,991.0134,3064.92498681664,0.323340181003682,1262234658,256.87115,238.37781497416114
7,7,2020-01-06 02:10:00,No,1262311818,160.07387,331.67614916025843,0.4826209855766744,-,-,-
8,8,2020-01-06 10:51:00,Yes,1262343078,3325.0022,10754.551326172608,0.3091716334002862,1262342598,731.6479,2187.2327596431874
9,9,2020-01-07 06:26:00,Yes,1262413578,719.1958,335.82773667753,2.1415616444170884,1262412738,25.398106,85.9728705950103
10,10,2020-01-07 08:43:00,Yes,1262421798,21301.344,61826.72517833909,0.3445329497649488,1262420598,338.15225,670.340164252745
11,11,2020-01-07 11:37:00,Yes,1262432238,2587.2522,7580.474415540584,0.3413047862408089,1262431038,77.77862,208.07507714564667
12,12,2020-01-08 12:47:00,No,1262522838,153.25314,492.9245143550209,0.3109059004714501,-,-,-
13,13,2020-01-09 09:22:00,Yes,1262596938,9763.064,29194.72647328548,0.3344119017156627,1262596398,1048.3341,2169.4952418811154
14,14,2020-01-09 11:33:00,Yes,1262604798,272.3512,800.7544659136672,0.3401182404761803,1262603598,135.87512,328.07720985528834
15,15,2020-01-10 15:37:00,Yes,1262705838,695.42096,1617.4728356333458,0.4299428989963207,1262706198,634.6712,2144.638388018001
16,16,2020-01-10 22:45:00,No,1262731518,406.42313,1097.7515039063246,0.3702323600138576,-,-,-
17,17,2020-01-11 02:34:00,No,1262745258,273.35272,541.3905099792224,0.5049085917861595,-,-,-
18,18,2020-01-11 13:13:00,Yes,1262783598,6551.503,15941.073852082236,0.4109825386163829,1262782398,139.7114,1290.732493824034
19,19,2020-01-14 12:45:00,No,1263041118,193.8633,543.3930482967033,0.3567644094963593,-,-,-
20,20,2020-01-15 15:54:00,No,1263138858,223.58302,694.8786676980737,0.3217583592552409,-,-,-
21,21,2020-01-16 09:45:00,No,1263203118,218.97556,499.7612181276374,0.4381603695068519,-,-,-
22,22,2020-01-16 12:27:00,No,1263212838,203.25453,343.5179956882972,0.5916852466280396,-,-,-
23,23,2020-01-16 17:22:00,No,1263230538,295.9508,582.3720909907879,0.5081816326336995,-,-,-
24,24,2020-01-17 02:28:00,No,1263263298,311.50006,994.921098064862,0.313090214496278,-,-,-
25,25,2020-01-17 07:32:00,No,1263281538,493.30038,938.583473350127,0.5255796570114765,-,-,-
26,26,2020-01-18 14:53:00,Yes,1263394398,165.89986,445.40552205261264,0.3724692483278269,1263393198,56.089035,261.2993503341273
27,27,2020-01-18 18:01:00,Yes,1263405678,341.25473,650.6355037308192,0.5244944796944002,1263404478,209.8692,518.5298125284093
28,28,2020-01-19 14:42:00,Yes,1263480138,1503.6881,3817.585238927028,0.3938846170786818,1263478938,231.42596,1097.21698594442
29,29,2020-01-20 07:49:00,Yes,1263541758,227.69078,494.0764284732848,0.4608412117606445,1263540558,166.79236,457.8627605735296
30,30,2020-01-21 09:50:00,Yes,1263635418,386.1918,674.9453966579833,0.5721822860223105,1263634578,25.158348,174.90713178128846
31,31,2020-01-22 11:54:00,No,1263729258,125.25643,306.93182696896537,0.4080920223781973,-,-,-
32,32,2020-01-22 20:22:00,No,1263759738,281.21832,747.7539707756696,0.3760840209357672,-,-,-
33,33,2020-01-23 06:38:00,Yes,1263796698,6724.2007,18274.06376329556,0.3679641697160933,1263795498,467.08047,1121.0095605236768
34,34,2020-01-24 08:16:00,No,1263888978,226.20958,512.5806198279685,0.4413151243913983,-,-,-
35,35,2020-01-24 18:52:00,Yes,1263927138,14349.088,24319.34979432281,0.5900276167477839,1263926118,1329.4377,3310.483518458662
36,36,2020-01-24 22:14:00,Yes,1263939258,785.73663,1537.8939587628336,0.5109173005868947,1263938058,60.75153,416.97263053961433
37,37,2020-01-25 03:21:00,No,1263957678,138.27335,482.4844318057935,0.286586138090476,-,-,-
38,38,2020-01-26 04:44:00,No,1264049058,337.09833,688.2100806045839,0.4898189368337402,-,-,-
39,39,2020-01-26 07:23:00,No,1264058598,1249.1874,2832.2108499753226,0.4410644073377814,-,-,-
40,40,2020-01-26 09:59:00,No,1264067958,453.64377,1213.3300602304955,0.3738832366139692,-,-,-
41,41,2020-01-26 23:21:00,Yes,1264116078,739.03674,1547.005216123863,0.477720910244706,1264115958,535.07513,1379.7065979637446
42,42,2020-01-27 06:03:00,No,1264140198,2475.4802,3953.116813582159,0.6262097268400266,-,-,-
43,43,2020-01-27 15:12:00,No,1264173138,124.901566,314.3438973656446,0.3973405147888543,-,-,-
44,44,2020-01-28 16:41:00,Yes,1264264878,136.12122,374.3814921905841,0.363589608031974,1264263678,45.785492,318.53620544474
45,45,2020-01-28 19:32:00,Yes,1264275138,220566.89,285701.5567450762,0.7720185094994281,1264273938,39.62651,251.68436170207434
46,46,2020-01-28 22:16:00,Yes,1264284978,6853.7676,18830.324818675486,0.3639750065916329,1264283778,1269.0287,3260.7800650124937
47,47,2020-01-29 14:57:00,No,1264345038,139.56511,286.5713329892594,0.4870169969346893,-,-,-
48,48,2020-01-30 02:27:00,No,1264386438,147.87422,457.1930868182453,0.3234393175739042,-,-,-
49,49,2020-01-30 07:07:00,No,1264403238,268.88583,675.3879749113172,0.3981205469867989,-,-,-
50,50,2020-01-30 12:22:00,No,1264422138,523.8752,1087.2561143126125,0.4818323788698171,-,-,-
51,51,2020-01-30 23:47:00,Yes,1264463238,296.7291,658.0459071017862,0.4509246190845195,1264462038,57.623104,122.73937498959859
52,52,2020-01-31 11:57:00,No,1264507038,249.68826,602.0917365102305,0.4147013567188485,-,-,-
0,0,2020-02-02 03:56:00,No,1264650978,1019.889,2638.112556437128,0.3865979855603276,-,-,-
1,1,2020-02-05 11:01:00,No,1264935678,189.71179,692.2464931406207,0.2740523670106373,-,-,-
2,2,2020-02-05 18:32:00,Yes,1264962738,337.19266,287.7628309967366,1.1717728062100694,1264962678,162.83867,296.8240331297222
3,3,2020-02-06 14:50:00,Yes,1265035818,299.09848,710.2491140343436,0.421117709392225,1265034618,120.04693,322.80199670774033
4,4,2020-02-08 15:58:00,No,1265212698,409.67133,851.3721827213452,0.4811894707324326,-,-,-
5,5,2020-02-09 07:10:00,No,1265267418,1064.6001,1616.0901524761705,0.6587504406043325,-,-,-
6,6,2020-02-13 08:31:00,No,1265617878,413.25183,1368.8812828700268,0.3018901895813544,-,-,-
7,7,2020-02-13 11:01:00,Yes,1265626878,3800.1152,10315.51430854828,0.3683883407394349,1265626038,536.3543,354.33775226731063
8,8,2020-02-14 23:43:00,Yes,1265758998,161.34537,462.3478075720996,0.3489696876627655,1265757798,98.53859,382.72133776499436
9,9,2020-02-15 21:42:00,Yes,1265838138,268.87173,1311.209468668131,0.2050562754653595,1265836938,80.68815,482.12778342599694
10,10,2020-02-17 14:01:00,No,1265983278,129.7705,328.2136584132964,0.3953842159627285,-,-,-
11,11,2020-02-18 08:10:00,Yes,1266048618,2749.5093,5904.964733879186,0.4656267097117357,1266048258,197.28882,1625.3521351169936
12,12,2020-02-19 22:02:00,No,1266184938,287.1274,764.9958009994891,0.3753319947963894,-,-,-
13,13,2020-02-20 19:48:00,Yes,1266263298,664.3682,1335.1873644610969,0.4975842474873552,1266263238,649.5467,1367.4192540428046
14,14,2020-02-21 11:07:00,No,1266318438,181.96718,395.64114436643536,0.4599298697596159,-,-,-
15,15,2020-02-22 20:45:00,No,1266439518,196.02298,375.1145444941282,0.5225683271341893,-,-,-
16,16,2020-02-23 06:57:00,No,1266476238,371.71326,825.0376248348196,0.4505409799636962,-,-,-
17,17,2020-02-23 17:06:00,No,1266512778,767.19415,2181.307601094501,0.3517129586010931,-,-,-
18,18,2020-02-24 09:27:00,No,1266571638,188.39629,451.27823960700607,0.4174725778137766,-,-,-
19,19,2020-02-25 00:33:00,No,1266625998,148.61385,483.80101944358125,0.3071796958404936,-,-,-
20,20,2020-02-26 07:57:00,No,1266739038,172.8301,161.6525479215422,1.0691455360411812,-,-,-
0,0,2020-03-02 01:22:00,Yes,1267147338,389.89313,923.3729695581142,0.4222488017887135,1267146138,87.03865,517.5170777164197
1,1,2020-03-06 11:53:00,Yes,1267530798,469.7936,850.6878125044453,0.5522514759167836,1267531218,0.0,0.0
2,2,2020-03-07 04:07:00,Yes,1267589238,1263.8544,6573.398470767404,0.1922680338976092,1267589058,317.53677,1010.1596454191981
3,3,2020-03-07 06:49:00,No,1267598958,251.5574,553.2205076587139,0.4547145243487389,-,-,-
4,4,2020-03-09 03:22:00,Yes,1267759338,3408.7515,16618.165413296552,0.2051220104761133,1267758918,374.78998,1375.9892761334224
5,5,2020-03-09 06:56:00,No,1267772178,230.7041,875.9168531075561,0.2633858444229195,-,-,-
6,6,2020-03-10 11:33:00,No,1267875198,395.83917,914.3035701819788,0.432940636905983,-,-,-
7,7,2020-03-10 15:47:00,Yes,1267890438,239.54065,591.1000944581002,0.4052454943686017,1267889238,0.0,0.0
8,8,2020-03-11 20:50:00,Yes,1267995018,119.98913,331.068998114828,0.3624293747926919,1267995978,44.09306,246.54337912457814
9,9,2020-03-12 13:46:00,No,1268055978,343.69296,805.1858725411537,0.4268492179517638,-,-,-
10,10,2020-03-12 17:03:00,No,1268067798,134.4983,347.1327725842808,0.387454918182192,-,-,-
11,11,2020-03-14 11:01:00,Yes,1268218878,3055.3584,4681.643650282098,0.6526251522402599,1268218758,2043.7097,4565.758874843152
12,12,2020-03-15 23:17:00,No,1268349438,125.46499,247.02954011139803,0.5078946831355534,-,-,-
13,13,2020-03-16 08:18:00,No,1268381898,512.84814,1111.1117784857202,0.4615630487680866,-,-,-
14,14,2020-03-16 13:01:00,Yes,1268398878,125.54942,202.6802898734815,0.619445630743726,1268400018,28.949846,83.23083185089567
15,15,2020-03-17 16:59:00,Yes,1268499558,341.12262,762.0697066271575,0.4476265321052765,1268498358,135.44904,890.4137723457842
16,16,2020-03-18 13:26:00,Yes,1268573178,6982.8154,25208.781009995804,0.2769993280211038,1268572758,915.01135,2060.606828258608
17,17,2020-03-18 16:07:00,No,1268582838,178.48213,580.3211496387252,0.307557513819913,-,-,-
18,18,2020-03-18 18:07:00,No,1268590038,998.4679,595.1516444884953,1.677669732153955,-,-,-
19,19,2020-03-18 22:32:00,No,1268605938,206.20493,915.2068770125044,0.2253096378308602,-,-,-
20,20,2020-03-20 02:51:00,No,1268707878,251.46426,494.4355255905971,0.5085885762347458,-,-,-
21,21,2020-03-20 08:29:00,No,1268728158,207.12143,518.1752520355444,0.3997130877755475,-,-,-
22,22,2020-03-21 01:41:00,No,1268790078,311.7462,525.0982062593656,0.5936912301049013,-,-,-
23,23,2020-03-22 06:11:00,No,1268892678,172.32417,409.4640954970408,0.4208529438724509,-,-,-
24,24,2020-03-22 23:05:00,No,1268953518,1001.10614,2137.3403519853946,0.4683887332544222,-,-,-
25,25,2020-03-25 03:39:00,Yes,1269142758,70338.62,159581.37184309732,0.440769616074976,1269141558,7430.613,15887.431137403302
26,26,2020-03-26 16:45:00,No,1269276318,263.59763,604.5697901494335,0.4360086036301048,-,-,-
27,27,2020-03-26 22:50:00,Yes,1269298218,232.34837,549.8419348928127,0.4225730255465045,1269297018,27.567244,188.68659867248468
